FreeCAD 0.17, Libs: 0.17RUnknown
         16482684 function calls (14940014 primitive calls) in 6.992 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.001    0.001    0.012    0.012 pyparsing.py:61(<module>)
       34    0.001    0.000    0.008    0.000 conflict.py:56(ordering)
        1    0.001    0.001    0.002    0.002 graph.py:19(<module>)
        1    0.001    0.001    0.001    0.001 io.py:34(<module>)
     4492    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.001    0.001    0.012    0.012 decorators.py:1(<module>)
        1    0.001    0.001    0.001    0.001 subprocess32.py:38(<module>)
     1230    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     4019    0.001    0.000    0.001    0.000 conflict.py:15(<genexpr>)
        1    0.001    0.001    0.001    0.001 arrayprint.py:5(<module>)
     3352    0.001    0.000    0.006    0.000 basic.py:2006(__next__)
        1    0.001    0.001    0.001    0.001 wcwidth.py:70(<module>)
        1    0.001    0.001    0.001    0.001 domain.py:1(<module>)
        1    0.001    0.001    0.140    0.140 VtkViewer.py:1(<module>)
     1274    0.001    0.000    0.003    0.000 iterables.py:1982(uniq)
        1    0.001    0.001    0.029    0.029 finitefield.py:1(<module>)
  210/106    0.001    0.000    0.002    0.000 abc.py:148(__subclasscheck__)
      906    0.001    0.000    0.015    0.000 version.py:74(__init__)
        2    0.001    0.000    0.016    0.008 path.py:4(<module>)
5104/4912    0.001    0.000    0.002    0.000 {issubclass}
        1    0.001    0.001    0.015    0.015 entity.py:21(<module>)
        1    0.001    0.001    0.001    0.001 iterables.py:1(<module>)
     1013    0.001    0.000    0.001    0.000 __init__.py:2803(__getattr__)
      362    0.001    0.000    0.111    0.000 __init__.py:2028(find_on_path)
        2    0.001    0.000    0.001    0.000 {function seed at 0x1122a9320}
        1    0.001    0.001    0.001    0.001 security.py:3(<module>)
        1    0.001    0.001    0.003    0.003 matexpr.py:1(<module>)
      150    0.001    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
        2    0.001    0.000    0.004    0.002 history.py:1(<module>)
        1    0.001    0.001    0.001    0.001 vi.py:2(<module>)
        1    0.001    0.001    0.005    0.005 error_functions.py:2(<module>)
        1    0.001    0.001    0.017    0.017 solvers.py:13(<module>)
        1    0.001    0.001    0.008    0.008 power.py:1(<module>)
      128    0.001    0.000    0.001    0.000 argparse.py:596(_expand_help)
      503    0.001    0.000    0.001    0.000 posixpath.py:120(dirname)
        1    0.001    0.001    0.001    0.001 gml.py:41(<module>)
        1    0.001    0.001    0.002    0.002 debugger.py:1(<module>)
     2809    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
      674    0.001    0.000    0.001    0.000 genericpath.py:93(_splitext)
      132    0.001    0.000    0.011    0.000 argparse.py:491(_format_action)
      561    0.001    0.000    0.001    0.000 compatibility.py:247(iterable)
        1    0.001    0.001    0.007    0.007 gamma_functions.py:1(<module>)
    10682    0.001    0.000    0.001    0.000 {ord}
     2361    0.001    0.000    0.001    0.000 sre_parse.py:93(__init__)
        1    0.001    0.001    0.001    0.001 maxflow.py:4(<module>)
        1    0.001    0.001    0.004    0.004 containers.py:4(<module>)
        3    0.001    0.000    0.007    0.002 __init__.py:8(<module>)
        1    0.001    0.001    0.001    0.001 result.py:1(<module>)
        1    0.001    0.001    0.002    0.002 colors.py:45(<module>)
     2224    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      500    0.001    0.000    0.011    0.000 basic.py:1521(count)
        1    0.001    0.001    0.013    0.013 polyroots.py:1(<module>)
        1    0.001    0.001    0.010    0.010 parser.py:1(<module>)
        1    0.001    0.001    0.004    0.004 execution.py:2(<module>)
     2421    0.001    0.000    0.001    0.000 six.py:184(find_module)
     2172    0.001    0.000    0.001    0.000 numbers.py:2083(__ne__)
        1    0.001    0.001    0.022    0.022 message.py:5(<module>)
        1    0.001    0.001    0.001    0.001 _process_common.py:5(<module>)
        1    0.001    0.001    0.004    0.004 sympify.py:1(<module>)
        1    0.001    0.001    0.001    0.001 functions.py:1(<module>)
        1    0.001    0.001    0.001    0.001 vtkDomainsChemistry.py:1(<module>)
        1    0.001    0.001    0.002    0.002 colorable.py:7(<module>)
        1    0.001    0.001    0.003    0.003 csr.py:1(<module>)
        1    0.001    0.001    0.001    0.001 completer.py:8(<module>)
        1    0.001    0.001    0.007    0.007 hyperexpand.py:15(<module>)
        1    0.001    0.001    0.010    0.010 uuid.py:45(<module>)
        1    0.001    0.001    0.004    0.004 trigonometric.py:1(<module>)
        1    0.001    0.001    0.001    0.001 importtools.py:1(<module>)
        3    0.001    0.000    0.001    0.000 six.py:1(<module>)
        1    0.001    0.001    0.004    0.004 euclidtools.py:1(<module>)
        1    0.001    0.001    0.001    0.001 blas.py:202(<module>)
        1    0.001    0.001    0.001    0.001 _parseaddr.py:7(<module>)
      426    0.001    0.000    0.001    0.000 libmpf.py:291(from_man_exp)
        1    0.001    0.001    0.004    0.004 __init__.py:30(<module>)
     5329    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
       51    0.001    0.000    0.048    0.001 sets.py:1526(__new__)
        1    0.001    0.001    0.004    0.004 configurable.py:2(<module>)
      480    0.001    0.000    0.004    0.000 __init__.py:1477(_fn)
      328    0.001    0.000    0.010    0.000 __init__.py:2556(__init__)
        1    0.001    0.001    0.002    0.002 __init__.py:99(<module>)
        1    0.001    0.001    0.013    0.013 numbers.py:8(<module>)
        1    0.001    0.001    0.001    0.001 dense.py:1(<module>)
      221    0.001    0.000    0.001    0.000 {_codecs.utf_8_decode}
      419    0.001    0.000    0.004    0.000 genericpath.py:23(exists)
        1    0.001    0.001    0.002    0.002 cli.py:3(<module>)
        1    0.001    0.001    0.001    0.001 ParserRuleContext.py:28(<module>)
        1    0.001    0.001    0.001    0.001 linsolve.py:1(<module>)
      480    0.001    0.000    0.001    0.000 ntpath.py:96(splitdrive)
        1    0.001    0.001    0.002    0.002 Parser.py:4(<module>)
     2852    0.001    0.000    0.001    0.000 basic.py:2020(<lambda>)
     3936    0.001    0.000    0.001    0.000 stat.py:24(S_IFMT)
     1937    0.001    0.000    0.001    0.000 inspect.py:142(isfunction)
    10045    0.001    0.000    0.001    0.000 {id}
        1    0.001    0.001    0.003    0.003 compressed.py:1(<module>)
        1    0.001    0.001    0.002    0.002 transforms.py:1(<module>)
      443    0.001    0.000    0.004    0.000 decorator.py:55(getfullargspec)
        1    0.001    0.001    0.001    0.001 httplib.py:67(<module>)
        1    0.001    0.001    0.004    0.004 tempfile.py:18(<module>)
     2253    0.001    0.000    0.001    0.000 {zip}
        1    0.001    0.001    0.003    0.003 jit.py:34(<module>)
        1    0.001    0.001    0.001    0.001 ellipse.py:7(<module>)
      489    0.001    0.000    0.003    0.000 assumptions.py:215(__init__)
        1    0.001    0.001    0.479    0.479 Expression.py:1(<module>)
      260    0.001    0.000    0.040    0.000 __init__.py:2539(_version_from_file)
        1    0.001    0.001    0.008    0.008 algebraicfield.py:1(<module>)
        1    0.001    0.001    0.027    0.027 pythonrational.py:1(<module>)
      502    0.001    0.000    0.001    0.000 sets.py:54(_infimum_key)
      781    0.001    0.000    0.004    0.000 ATNDeserializer.py:450(edgeFactory)
     1901    0.001    0.000    0.001    0.000 decorator.py:215(<genexpr>)
        1    0.001    0.001    0.004    0.004 renderer.py:4(<module>)
        1    0.001    0.001    0.002    0.002 specialpolys.py:1(<module>)
     1320    0.001    0.000    0.001    0.000 permutations.py:976(_hashable_content)
     2779    0.001    0.000    0.001    0.000 collections.py:349(<genexpr>)
      218    0.001    0.000    0.003    0.000 function.py:106(arity)
        1    0.001    0.001    0.005    0.005 iterators.py:33(<module>)
      420    0.001    0.000    0.005    0.000 genericpath.py:46(isdir)
        1    0.001    0.001    0.001    0.001 arpack.py:7(<module>)
     1575    0.001    0.000    0.001    0.000 inspect.py:59(isclass)
        2    0.001    0.000    0.002    0.001 misc.py:1(<module>)
        1    0.001    0.001    0.001    0.001 plot.py:23(<module>)
      758    0.001    0.000    0.003    0.000 ATNDeserializer.py:482(stateFactory)
        3    0.001    0.000    0.001    0.000 {_ctypes.dlopen}
       82    0.001    0.000    0.001    0.000 {method 'splitlines' of 'unicode' objects}
        1    0.001    0.001    0.001    0.001 Registry.py:1(<module>)
        1    0.001    0.001    0.002    0.002 trigsimp.py:1(<module>)
        1    0.001    0.001    0.003    0.003 ctx_mp.py:4(<module>)
      202    0.001    0.000    0.001    0.000 permutations.py:1269(__mul__)
        1    0.001    0.001    0.001    0.001 compilerop.py:11(<module>)
   278/45    0.001    0.000    0.002    0.000 LexerATNSimulator.py:310(closure)
     4202    0.001    0.000    0.001    0.000 boolalg.py:380(__nonzero__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.215    0.215 polyhedron.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:59(<module>)
        4    0.000    0.000    0.001    0.000 Material.py:8(_makeNISTCompoundList)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 _util.py:1(<module>)
        2    0.000    0.000    0.028    0.014 basic.py:1(<module>)
        1    0.000    0.000    0.010    0.010 inputtransformer.py:5(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:19(<module>)
     6153    0.000    0.000    0.000    0.000 {math.sin}
      349    0.000    0.000    0.001    0.000 warnings.py:96(simplefilter)
     2210    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
      105    0.000    0.000    0.002    0.000 logic.py:293(__new__)
        1    0.000    0.000    0.003    0.003 libmpf.py:3(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:11(<module>)
      377    0.000    0.000    0.001    0.000 iterables.py:1126(rotate_left)
        1    0.000    0.000    0.000    0.000 visualization.py:3(<module>)
        1    0.000    0.000    0.003    0.003 fnodes.py:6(<module>)
        1    0.000    0.000    0.003    0.003 compatibility.py:5(<module>)
       52    0.000    0.000    0.005    0.000 compatibility.py:229(__new__)
        3    0.000    0.000    0.001    0.000 style.py:41(__new__)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
      849    0.000    0.000    0.000    0.000 Transition.py:53(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        2    0.000    0.000    0.006    0.003 subprocess32.py:504(__init__)
        1    0.000    0.000    0.000    0.000 util.py:35(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:14(<module>)
      849    0.000    0.000    0.001    0.000 ATNState.py:133(addTransition)
        3    0.000    0.000    0.001    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.034    0.034 polyfuncs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ParseTreePatternMatcher.py:64(<module>)
      975    0.000    0.000    0.001    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
      613    0.000    0.000    0.003    0.000 __init__.py:896(__setitem__)
     1768    0.000    0.000    0.002    0.000 version.py:47(__lt__)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.001    0.001 RuleContext.py:27(<module>)
      787    0.000    0.000    0.001    0.000 containers.py:67(__iter__)
      502    0.000    0.000    0.010    0.000 {sum}
      234    0.000    0.000    0.000    0.000 pyparsing.py:1121(__init__)
        1    0.000    0.000    0.007    0.007 pycode.py:5(<module>)
      607    0.000    0.000    0.001    0.000 sre_parse.py:278(_escape)
        1    0.000    0.000    0.001    0.001 perm_groups.py:1(<module>)
     1442    0.000    0.000    0.000    0.000 facts.py:486(_tell)
        3    0.000    0.000    0.005    0.002 utils.py:4(<module>)
     1776    0.000    0.000    0.001    0.000 version.py:53(__eq__)
      144    0.000    0.000    0.002    0.000 iterables.py:1960(has_variety)
        2    0.000    0.000    0.002    0.001 bessel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 Transition.py:19(<module>)
        1    0.000    0.000    0.001    0.001 format.py:156(<module>)
      674    0.000    0.000    0.001    0.000 posixpath.py:97(splitext)
   129/97    0.000    0.000    0.002    0.000 iterables.py:22(flatten)
      633    0.000    0.000    0.074    0.000 re.py:192(compile)
       38    0.000    0.000    0.114    0.003 __init__.py:611(add_entry)
      115    0.000    0.000    0.001    0.000 iterables.py:1936(has_dups)
        1    0.000    0.000    0.002    0.002 prefilter.py:7(<module>)
      442    0.000    0.000    0.001    0.000 inspect.py:155(isgeneratorfunction)
      160    0.000    0.000    0.118    0.001 __init__.py:2281(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 misc.py:37(<module>)
        1    0.000    0.000    0.001    0.001 html.py:10(<module>)
        1    0.000    0.000    0.003    0.003 connectivity.py:4(<module>)
        1    0.000    0.000    0.002    0.002 polynomials.py:7(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:201(<module>)
        1    0.000    0.000    6.996    6.996 T008_Sphere.py:1(<module>)
        1    0.000    0.000    0.003    0.003 boolalg.py:3(<module>)
        1    0.000    0.000    0.223    0.223 diophantine.py:1(<module>)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
        1    0.000    0.000    0.000    0.000 mathematica.py:3(<module>)
        1    0.000    0.000    0.245    0.245 summations.py:1(<module>)
      758    0.000    0.000    0.001    0.000 ATN.py:65(addState)
        1    0.000    0.000    0.001    0.001 ATNDeserializer.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
    192/7    0.000    0.000    0.001    0.000 pyparsing.py:1347(_parseNoCache)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.003    0.003 polyoptions.py:1(<module>)
     1904    0.000    0.000    0.004    0.000 conflict.py:19(ambiguous)
        1    0.000    0.000    0.004    0.004 GdmlExpressionParser.py:50(GdmlExpressionParser)
        1    0.000    0.000    0.002    0.002 page.py:11(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 slice.py:1(<module>)
        1    0.000    0.000    0.014    0.014 rootoftools.py:1(<module>)
     1225    0.000    0.000    0.002    0.000 permutations.py:1930(is_identity)
      471    0.000    0.000    0.005    0.000 pyparsing.py:1167(copy)
       87    0.000    0.000    0.002    0.000 traitlets.py:722(__new__)
      817    0.000    0.000    0.000    0.000 numbers.py:715(__hash__)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
       94    0.000    0.000    0.001    0.000 compatibility.py:829(decorating_function)
      364    0.000    0.000    0.000    0.000 ATNConfig.py:20(__init__)
        1    0.000    0.000    0.016    0.016 point.py:18(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:47(<module>)
     1374    0.000    0.000    0.001    0.000 copy_reg.py:92(__newobj__)
        1    0.000    0.000    0.001    0.001 input.py:3(<module>)
      521    0.000    0.000    0.001    0.000 Transition.py:102(__init__)
     1125    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      285    0.000    0.000    0.002    0.000 function_base.py:431(add_newdoc)
        1    0.000    0.000    0.028    0.028 evalf.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dotproduct.py:1(<module>)
      463    0.000    0.000    0.001    0.000 containers.py:95(__eq__)
      832    0.000    0.000    0.001    0.000 containers.py:61(__len__)
       48    0.000    0.000    0.003    0.000 traceback.py:281(extract_stack)
        1    0.000    0.000    0.003    0.003 FlukaParser.py:67(FlukaParser)
        1    0.000    0.000    0.000    0.000 LexerATNSimulator.py:22(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        1    0.000    0.000    0.002    0.002 sets.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _datasource.py:35(<module>)
